Gym Id,Gym name,Gym latitude,Gym longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
4be2ce0db02ec9b6b1b44dc0,Prime,44.49693725287468,11.345127768873065,Ristorante Da Nello,44.49525438423799,11.342705776153771,Italian Restaurant
4be2ce0db02ec9b6b1b44dc0,Prime,44.49693725287468,11.345127768873065,PizzArtist,44.496841147214056,11.347377263610408,Pizza Place
4be2ce0db02ec9b6b1b44dc0,Prime,44.49693725287468,11.345127768873065,Buca Manzoni,44.496588899074524,11.341789682230107,Italian Restaurant
4be2ce0db02ec9b6b1b44dc0,Prime,44.49693725287468,11.345127768873065,Salumeria Simoni,44.49373379851823,11.344279299141574,Butcher
4be2ce0db02ec9b6b1b44dc0,Prime,44.49693725287468,11.345127768873065,Fontana del Nettuno,44.49417979361155,11.342694442171934,Fountain
4be2ce0db02ec9b6b1b44dc0,Prime,44.49693725287468,11.345127768873065,Celtic Druid,44.494971129835456,11.344221889609342,Irish Pub
4be2ce0db02ec9b6b1b44dc0,Prime,44.49693725287468,11.345127768873065,Zerocinquantino,44.493755960758016,11.344265206081753,Wine Bar
4be2ce0db02ec9b6b1b44dc0,Prime,44.49693725287468,11.345127768873065,Opera Caffè e Tulipani,44.498990221618065,11.346622252766432,Coffee Shop
4be2ce0db02ec9b6b1b44dc0,Prime,44.49693725287468,11.345127768873065,Moustache,44.498138274050454,11.349274997679737,Cocktail Bar
4be2ce0db02ec9b6b1b44dc0,Prime,44.49693725287468,11.345127768873065,Dal Biassanot,44.49856021380333,11.345224718561646,Italian Restaurant
4be2ce0db02ec9b6b1b44dc0,Prime,44.49693725287468,11.345127768873065,Bombocrep,44.497920647879326,11.347950978869068,Dessert Shop
4be2ce0db02ec9b6b1b44dc0,Prime,44.49693725287468,11.345127768873065,Trattoria del Rosso,44.49869,11.34613,Emilia Restaurant
4be2ce0db02ec9b6b1b44dc0,Prime,44.49693725287468,11.345127768873065,La Baita Formaggi,44.4937456316057,11.344241556728466,Cheese Shop
4be2ce0db02ec9b6b1b44dc0,Prime,44.49693725287468,11.345127768873065,Pasticceria Dell'arte,44.49753586893765,11.348797304260874,Café
4be2ce0db02ec9b6b1b44dc0,Prime,44.49693725287468,11.345127768873065,Tamburini,44.49392858997499,11.345450286625255,Wine Bar
4be2ce0db02ec9b6b1b44dc0,Prime,44.49693725287468,11.345127768873065,Pizza Casa,44.497473128651706,11.348197495390846,Pizza Place
4be2ce0db02ec9b6b1b44dc0,Prime,44.49693725287468,11.345127768873065,San Colombano - Collezione Tagliavini,44.496829,11.340737,Museum
4be2ce0db02ec9b6b1b44dc0,Prime,44.49693725287468,11.345127768873065,Osteria del Sole,44.49391982794788,11.344330336853293,Wine Bar
4be2ce0db02ec9b6b1b44dc0,Prime,44.49693725287468,11.345127768873065,Torre Prendiparte,44.49591240006301,11.34475008568621,Historic Site
4be2ce0db02ec9b6b1b44dc0,Prime,44.49693725287468,11.345127768873065,To Steki,44.49675919738638,11.349740065629547,Greek Restaurant
4be2ce0db02ec9b6b1b44dc0,Prime,44.49693725287468,11.345127768873065,Tigelleria Tigellino,44.49421847704235,11.345327504397291,Sandwich Place
4be2ce0db02ec9b6b1b44dc0,Prime,44.49693725287468,11.345127768873065,Pizzeria Ristorante Scalinatella,44.49525,11.34426,Italian Restaurant
4be2ce0db02ec9b6b1b44dc0,Prime,44.49693725287468,11.345127768873065,Le Stanze,44.498045406646284,11.34775828080001,Cocktail Bar
4be2ce0db02ec9b6b1b44dc0,Prime,44.49693725287468,11.345127768873065,Gastronomia Ceccarelli,44.493740165934,11.34436463920888,Grocery Store
4be2ce0db02ec9b6b1b44dc0,Prime,44.49693725287468,11.345127768873065,Forno Brisa,44.500295,11.342909,Bakery
4be2ce0db02ec9b6b1b44dc0,Prime,44.49693725287468,11.345127768873065,Zia Margherita,44.497312,11.346123,Pizza Place
4be2ce0db02ec9b6b1b44dc0,Prime,44.49693725287468,11.345127768873065,Caminetto D'oro,44.49907238051937,11.343445697711676,Italian Restaurant
4be2ce0db02ec9b6b1b44dc0,Prime,44.49693725287468,11.345127768873065,Piazza della Mercanzia,44.493741845246134,11.346521467417364,Plaza
4be2ce0db02ec9b6b1b44dc0,Prime,44.49693725287468,11.345127768873065,Gessetto WineBar,44.496936,11.346013,Winery
4be2ce0db02ec9b6b1b44dc0,Prime,44.49693725287468,11.345127768873065,Teatro Comunale,44.49660127897029,11.35039241919497,Opera House
4be2ce0db02ec9b6b1b44dc0,Prime,44.49693725287468,11.345127768873065,Bar Pasticciera Impero,44.493857400171194,11.345985531806946,Café
4be2ce0db02ec9b6b1b44dc0,Prime,44.49693725287468,11.345127768873065,Rivoli Cafè,44.498499709778045,11.343326151978582,Cocktail Bar
4be2ce0db02ec9b6b1b44dc0,Prime,44.49693725287468,11.345127768873065,Mercato di Mezzo,44.49345965361042,11.344822237533867,Gourmet Shop
4be2ce0db02ec9b6b1b44dc0,Prime,44.49693725287468,11.345127768873065,Impero Indipendenza,44.498893044373965,11.343765093013856,Café
4be2ce0db02ec9b6b1b44dc0,Prime,44.49693725287468,11.345127768873065,Teatrino degli Illusi,44.4984790368427,11.342843143176976,Performing Arts Venue
4be2ce0db02ec9b6b1b44dc0,Prime,44.49693725287468,11.345127768873065,Bella Vita,44.49341960485655,11.343990433769825,Sandwich Place
4be2ce0db02ec9b6b1b44dc0,Prime,44.49693725287468,11.345127768873065,Pizzeria Due Torri,44.49404434994599,11.34695543510219,Pizza Place
4be2ce0db02ec9b6b1b44dc0,Prime,44.49693725287468,11.345127768873065,Gelateria Gianni,44.49579851234684,11.340280168727508,Ice Cream Shop
4be2ce0db02ec9b6b1b44dc0,Prime,44.49693725287468,11.345127768873065,Trattoria Mariposa,44.498357280685575,11.344799995422363,Italian Restaurant
4be2ce0db02ec9b6b1b44dc0,Prime,44.49693725287468,11.345127768873065,Libreria.Coop Ambasciatori,44.49380538064755,11.345002204099035,Bookstore
4be2ce0db02ec9b6b1b44dc0,Prime,44.49693725287468,11.345127768873065,Pane Vino e San Daniele,44.495526408988724,11.343306669432062,Italian Restaurant
4be2ce0db02ec9b6b1b44dc0,Prime,44.49693725287468,11.345127768873065,Museo Civico Archeologico,44.493261665374,11.344577593648943,Art Gallery
4be2ce0db02ec9b6b1b44dc0,Prime,44.49693725287468,11.345127768873065,Zara,44.498676753210674,11.343273319243162,Clothing Store
4be2ce0db02ec9b6b1b44dc0,Prime,44.49693725287468,11.345127768873065,Arena Del Sole,44.49944147921392,11.343986109491064,Theater
4be2ce0db02ec9b6b1b44dc0,Prime,44.49693725287468,11.345127768873065,Sfoglia Rina,44.49315753036717,11.346389076421609,Emilia Restaurant
4be2ce0db02ec9b6b1b44dc0,Prime,44.49693725287468,11.345127768873065,Galliera 49,44.50028319150133,11.34307686235477,Ice Cream Shop
4be2ce0db02ec9b6b1b44dc0,Prime,44.49693725287468,11.345127768873065,Libraccio Outlet,44.494788007095885,11.345568122547709,Bookstore
4be2ce0db02ec9b6b1b44dc0,Prime,44.49693725287468,11.345127768873065,Bar Fiordaliso,44.49620498207113,11.339173591410367,Café
4be2ce0db02ec9b6b1b44dc0,Prime,44.49693725287468,11.345127768873065,Atti Paolo & Figli,44.493763223272666,11.345173978584503,Bakery
4be2ce0db02ec9b6b1b44dc0,Prime,44.49693725287468,11.345127768873065,Antico Caffè Scaletto,44.49514903446101,11.3410638394953,Café
4be2ce0db02ec9b6b1b44dc0,Prime,44.49693725287468,11.345127768873065,Disco D'Oro,44.49870315873069,11.342171253710282,Record Shop
4be2ce0db02ec9b6b1b44dc0,Prime,44.49693725287468,11.345127768873065,Gelateria Peccati Di Gola,44.49928740452352,11.344168929723933,Dessert Shop
4be2ce0db02ec9b6b1b44dc0,Prime,44.49693725287468,11.345127768873065,Cremeria La Vecchia Stalla,44.493038483024336,11.347389620776562,Ice Cream Shop
4be2ce0db02ec9b6b1b44dc0,Prime,44.49693725287468,11.345127768873065,Ruggine,44.49305383494263,11.347903461027952,Pub
4be2ce0db02ec9b6b1b44dc0,Prime,44.49693725287468,11.345127768873065,La Feltrinelli,44.494514400869846,11.346727658136082,Bookstore
4be2ce0db02ec9b6b1b44dc0,Prime,44.49693725287468,11.345127768873065,Gilberto,44.4936,11.34518,Wine Bar
4be2ce0db02ec9b6b1b44dc0,Prime,44.49693725287468,11.345127768873065,Breaking Toast,44.499886329106346,11.349873064939654,Sandwich Place
4be2ce0db02ec9b6b1b44dc0,Prime,44.49693725287468,11.345127768873065,Borgo 979,44.49689,11.3443,Diner
4be2ce0db02ec9b6b1b44dc0,Prime,44.49693725287468,11.345127768873065,Baladin Bologna,44.49344836608669,11.344758516494554,Pub
4be2ce0db02ec9b6b1b44dc0,Prime,44.49693725287468,11.345127768873065,Ristorante Pappagallo,44.49363284628702,11.346638586965573,Italian Restaurant
4be2ce0db02ec9b6b1b44dc0,Prime,44.49693725287468,11.345127768873065,Venchi Cioccogelateria,44.49393794172015,11.345225948228446,Dessert Shop
4be2ce0db02ec9b6b1b44dc0,Prime,44.49693725287468,11.345127768873065,Trattoria Pizzeria Belle Arti,44.49765,11.34973,Pizza Place
4be2ce0db02ec9b6b1b44dc0,Prime,44.49693725287468,11.345127768873065,Eataly,44.4937744047207,11.345044941992656,Food & Drink Shop
4c5abcc667ac0f47955b074c,Fashion & Fitness,44.514836951916635,11.398441178843331,Fashion & Fitness,44.514836951916635,11.398441178843331,Gym / Fitness Center
4c5abcc667ac0f47955b074c,Fashion & Fitness,44.514836951916635,11.398441178843331,Dispensa Emilia,44.51450122138078,11.400765909328044,Italian Restaurant
4c5abcc667ac0f47955b074c,Fashion & Fitness,44.514836951916635,11.398441178843331,Decathlon,44.51499604781164,11.397420006772542,Sporting Goods Shop
4c5abcc667ac0f47955b074c,Fashion & Fitness,44.514836951916635,11.398441178843331,Casa Shop,44.51481838774544,11.398245714724844,Furniture / Home Store
4c5abcc667ac0f47955b074c,Fashion & Fitness,44.514836951916635,11.398441178843331,Wiener Haus,44.51631249036469,11.39665095654111,German Restaurant
4c5abcc667ac0f47955b074c,Fashion & Fitness,44.514836951916635,11.398441178843331,Cà piadina,44.51577,11.3985,Piadineria
4c5abcc667ac0f47955b074c,Fashion & Fitness,44.514836951916635,11.398441178843331,Toys Center,44.513689150048414,11.401675445812122,Toy / Game Store
4c5abcc667ac0f47955b074c,Fashion & Fitness,44.514836951916635,11.398441178843331,Sushiko,44.51595663161695,11.401447859774327,Noodle House
4c5abcc667ac0f47955b074c,Fashion & Fitness,44.514836951916635,11.398441178843331,Centro Commerciale Meraville,44.51476543791409,11.400653006628362,Shopping Mall
4c5abcc667ac0f47955b074c,Fashion & Fitness,44.514836951916635,11.398441178843331,Media World,44.514525,11.399319,Electronics Store
4c5abcc667ac0f47955b074c,Fashion & Fitness,44.514836951916635,11.398441178843331,Hotel Cosmopolitan Bologna,44.51700343581432,11.401895614275132,Hotel
4c5abcc667ac0f47955b074c,Fashion & Fitness,44.514836951916635,11.398441178843331,ALCOTT,44.5138002197251,11.401532041921424,Men's Store
4c5abcc667ac0f47955b074c,Fashion & Fitness,44.514836951916635,11.398441178843331,Leroy Merlin,44.51346117694573,11.403959414909593,Hardware Store
4c5abcc667ac0f47955b074c,Fashion & Fitness,44.514836951916635,11.398441178843331,Pittarello,44.514721347338735,11.399121988687275,Shoe Store
4c5abcc667ac0f47955b074c,Fashion & Fitness,44.514836951916635,11.398441178843331,OVS,44.51358429872318,11.402062391800028,Clothing Store
4c5abcc667ac0f47955b074c,Fashion & Fitness,44.514836951916635,11.398441178843331,DeN Store,44.514179976394985,11.399854253115178,Clothing Store
4c5abcc667ac0f47955b074c,Fashion & Fitness,44.514836951916635,11.398441178843331,OVS Bologna Città Scambi,44.51520703795786,11.39692757236451,Clothing Store
4c5abcc667ac0f47955b074c,Fashion & Fitness,44.514836951916635,11.398441178843331,Parafarmacia Meraville,44.51479987400891,11.400732561577795,Pharmacy
4c5abcc667ac0f47955b074c,Fashion & Fitness,44.514836951916635,11.398441178843331,La Suite centro abbronzatura,44.51516,11.40018,Cosmetics Shop
4c5abcc667ac0f47955b074c,Fashion & Fitness,44.514836951916635,11.398441178843331,Rossa,44.51578,11.39813,Pizza Place
4c5abcc667ac0f47955b074c,Fashion & Fitness,44.514836951916635,11.398441178843331,Martin Pescatore,44.51483996875343,11.40087342635566,Fast Food Restaurant
4c5abcc667ac0f47955b074c,Fashion & Fitness,44.514836951916635,11.398441178843331,Ca' Piadina,44.515261,11.396608,Sandwich Place
4c5abcc667ac0f47955b074c,Fashion & Fitness,44.514836951916635,11.398441178843331,Del Conca,44.514622476634614,11.398679643117328,Furniture / Home Store
4c5abcc667ac0f47955b074c,Fashion & Fitness,44.514836951916635,11.398441178843331,Made In Sport,44.51466482358978,11.400875269248298,Sporting Goods Shop
4c5abcc667ac0f47955b074c,Fashion & Fitness,44.514836951916635,11.398441178843331,Chicco Meraville,44.514096677025655,11.400911392714262,Department Store
4c5abcc667ac0f47955b074c,Fashion & Fitness,44.514836951916635,11.398441178843331,Pasticceria Meraville,44.51579,11.39765,Café
4c5abcc667ac0f47955b074c,Fashion & Fitness,44.514836951916635,11.398441178843331,Prenatal Meraville,44.514011257191626,11.401251359233704,Shop & Service
4c5abcc667ac0f47955b074c,Fashion & Fitness,44.514836951916635,11.398441178843331,KASANOVA,44.513818707678354,11.401436747633637,Furniture / Home Store
4c5abcc667ac0f47955b074c,Fashion & Fitness,44.514836951916635,11.398441178843331,Arcaplanet,44.51332892107633,11.403311384829571,Pet Store
4c5abcc667ac0f47955b074c,Fashion & Fitness,44.514836951916635,11.398441178843331,McDonald's,44.51614556936585,11.396140391948121,Fast Food Restaurant
4c5abcc667ac0f47955b074c,Fashion & Fitness,44.514836951916635,11.398441178843331,Follie D'acqua,44.51766735565909,11.395545871170615,Pet Store
4c5abcc667ac0f47955b074c,Fashion & Fitness,44.514836951916635,11.398441178843331,Restaurante in Cosmopolitan,44.518185820965215,11.401654729835244,Restaurant
4c5abcc667ac0f47955b074c,Fashion & Fitness,44.514836951916635,11.398441178843331,SoGeGross,44.51733689352779,11.402932646291754,Department Store
4c0802a3009a0f47906ce5bf,Palestra Body Planet,44.47113999016919,11.376778011775007,Palestra Body Planet,44.47113999016919,11.376778011775007,Gym
4c0802a3009a0f47906ce5bf,Palestra Body Planet,44.47113999016919,11.376778011775007,Villa Mazzacorati,44.47019947443439,11.371305243944622,Garden
4c0802a3009a0f47906ce5bf,Palestra Body Planet,44.47113999016919,11.376778011775007,Pizzeria Beppe,44.47040658457868,11.372230436222479,Pizza Place
4c0802a3009a0f47906ce5bf,Palestra Body Planet,44.47113999016919,11.376778011775007,"Centro Polisportivo ""Sandro Pertini""",44.468929190099985,11.380779757948833,Gym
4c0802a3009a0f47906ce5bf,Palestra Body Planet,44.47113999016919,11.376778011775007,Opera',44.46861710316049,11.373104204477729,Café
4c0802a3009a0f47906ce5bf,Palestra Body Planet,44.47113999016919,11.376778011775007,Parco Alessandrini,44.46779924460009,11.380546927885149,Park
4c0802a3009a0f47906ce5bf,Palestra Body Planet,44.47113999016919,11.376778011775007,Bar Pasticceria Zabaione,44.472709,11.382388,Café
4ca108138afca093ead81716,Villaggio Del Fanciullo,44.494955078841144,11.369461954797984,Camplus Living Bononia,44.495476518839105,11.369892452541524,Hotel
4ca108138afca093ead81716,Villaggio Del Fanciullo,44.494955078841144,11.369461954797984,Il Posto,44.492704213936086,11.368415895697341,Jazz Club
4ca108138afca093ead81716,Villaggio Del Fanciullo,44.494955078841144,11.369461954797984,Villaggio Del Fanciullo,44.494955078841144,11.369461954797984,Pool
4ca108138afca093ead81716,Villaggio Del Fanciullo,44.494955078841144,11.369461954797984,Ristorante Antico Borgo,44.49511204199739,11.372416581289826,Italian Restaurant
4ca108138afca093ead81716,Villaggio Del Fanciullo,44.494955078841144,11.369461954797984,Teatro Dehon,44.496681345361026,11.365941166877745,Theater
4ca108138afca093ead81716,Villaggio Del Fanciullo,44.494955078841144,11.369461954797984,Bar Pasticceria Le Dolci Fatiche,44.49333612973982,11.373875722952567,Cupcake Shop
4ca108138afca093ead81716,Villaggio Del Fanciullo,44.494955078841144,11.369461954797984,Hostaria Re Artù,44.49852426804206,11.373272594625032,Pub
4ca108138afca093ead81716,Villaggio Del Fanciullo,44.494955078841144,11.369461954797984,Pizzeria Vela Azzurra,44.49194919175398,11.364915477908971,Pizza Place
4ca108138afca093ead81716,Villaggio Del Fanciullo,44.494955078841144,11.369461954797984,Megu.lab,44.493197441594674,11.372190710234609,Asian Restaurant
4ca108138afca093ead81716,Villaggio Del Fanciullo,44.494955078841144,11.369461954797984,Bar Wolf,44.492784801221944,11.366269229231987,Pub
4ca108138afca093ead81716,Villaggio Del Fanciullo,44.494955078841144,11.369461954797984,Caldarroste/Cocomeri,44.4926524610004,11.366257706661889,Restaurant
4ca108138afca093ead81716,Villaggio Del Fanciullo,44.494955078841144,11.369461954797984,Bentivogli,44.49284,11.36476,Accessories Store
4ca108138afca093ead81716,Villaggio Del Fanciullo,44.494955078841144,11.369461954797984,Bar Masia,44.49713178380764,11.364779088651298,Café
4ca108138afca093ead81716,Villaggio Del Fanciullo,44.494955078841144,11.369461954797984,Hotel Sant'Orsola Bologna,44.493769215333394,11.364015358663645,Hotel
4bdea142921d95214ffa6832,Virgin Active Bologna Città,44.51177173965281,11.352280692883898,Savhotel Bologna,44.51245588958736,11.354265468297537,Hotel
4bdea142921d95214ffa6832,Virgin Active Bologna Città,44.51177173965281,11.352280692883898,DataTrade,44.511573371881,11.352267395470882,Electronics Store
4bdea142921d95214ffa6832,Virgin Active Bologna Città,44.51177173965281,11.352280692883898,Gelateria K2,44.51013,11.35343,Ice Cream Shop
4bdea142921d95214ffa6832,Virgin Active Bologna Città,44.51177173965281,11.352280692883898,Pars Ristorante Persiano,44.508642680478474,11.353672251923985,Persian Restaurant
4bdea142921d95214ffa6832,Virgin Active Bologna Città,44.51177173965281,11.352280692883898,Eurospar,44.510478,11.355635,Warehouse Store
4bdea142921d95214ffa6832,Virgin Active Bologna Città,44.51177173965281,11.352280692883898,Virgin Active Bologna Città,44.51177173965281,11.352280692883898,Gym / Fitness Center
4bdea142921d95214ffa6832,Virgin Active Bologna Città,44.51177173965281,11.352280692883898,Ristorante Africano Adal,44.51450003872423,11.350886364417988,African Restaurant
4bdea142921d95214ffa6832,Virgin Active Bologna Città,44.51177173965281,11.352280692883898,Black Fire,44.50868877031905,11.348713677004943,Pub
4bdea142921d95214ffa6832,Virgin Active Bologna Città,44.51177173965281,11.352280692883898,Museo per la Memoria di Ustica,44.51310433988068,11.350267070862342,Museum
4bdea142921d95214ffa6832,Virgin Active Bologna Città,44.51177173965281,11.352280692883898,Ristorante Pizzeria Rococo',44.514552,11.352843,Pizza Place
4bdea142921d95214ffa6832,Virgin Active Bologna Città,44.51177173965281,11.352280692883898,Locomotiv Club,44.50738733177886,11.35239279700917,Nightclub
4bdea142921d95214ffa6832,Virgin Active Bologna Città,44.51177173965281,11.352280692883898,Ristorante Singapore,44.51205519643897,11.34733425999324,Chinese Restaurant
4bdea142921d95214ffa6832,Virgin Active Bologna Città,44.51177173965281,11.352280692883898,Executive Suite Hotel,44.514721342164705,11.354039786619628,Hotel
4bdea142921d95214ffa6832,Virgin Active Bologna Città,44.51177173965281,11.352280692883898,Tokio Ristorante giapponese,44.51179454911768,11.351218174414926,Japanese Restaurant
4bdea142921d95214ffa6832,Virgin Active Bologna Città,44.51177173965281,11.352280692883898,CUBO Centro Unipol Bologna,44.5118589239468,11.357403067870491,Museum
4bdea142921d95214ffa6832,Virgin Active Bologna Città,44.51177173965281,11.352280692883898,Scrambler Food Factory,44.508902,11.356544,Pizza Place
4bdea142921d95214ffa6832,Virgin Active Bologna Città,44.51177173965281,11.352280692883898,Koko Ristorante Wok,44.51312063136308,11.352499848679724,Chinese Restaurant
4bdea142921d95214ffa6832,Virgin Active Bologna Città,44.51177173965281,11.352280692883898,Le dolcezze 2,44.51326639258777,11.347090601921082,Dessert Shop
4bdea142921d95214ffa6832,Virgin Active Bologna Città,44.51177173965281,11.352280692883898,Ristorante Cinese Oriente,44.515528,11.353885,Chinese Restaurant
4bdea142921d95214ffa6832,Virgin Active Bologna Città,44.51177173965281,11.352280692883898,Alloro Suite Hotel,44.51470479451219,11.354057785242299,Hotel
4bdea142921d95214ffa6832,Virgin Active Bologna Città,44.51177173965281,11.352280692883898,Parco della Zucca,44.51298283447099,11.350295534069684,Park
4bdea142921d95214ffa6832,Virgin Active Bologna Città,44.51177173965281,11.352280692883898,Roadhouse Grill,44.51286129229291,11.357805198447986,Steakhouse
4bdea142921d95214ffa6832,Virgin Active Bologna Città,44.51177173965281,11.352280692883898,AC Hotel Bologna by Marriott,44.508211035591735,11.353763937950134,Hotel
4bdea142921d95214ffa6832,Virgin Active Bologna Città,44.51177173965281,11.352280692883898,Leggere Strutture,44.51515369921763,11.354119671593203,Dance Studio
4bdea142921d95214ffa6832,Virgin Active Bologna Città,44.51177173965281,11.352280692883898,Yu Garden,44.50814044769778,11.355659095152179,Sushi Restaurant
4bdea142921d95214ffa6832,Virgin Active Bologna Città,44.51177173965281,11.352280692883898,Best Western Hotel City Bologna,44.51403518042725,11.348014334225809,Hotel
4bdea142921d95214ffa6832,Virgin Active Bologna Città,44.51177173965281,11.352280692883898,Motorfelsinea,44.51083844559783,11.356055068282062,Automotive Shop
4bdea142921d95214ffa6832,Virgin Active Bologna Città,44.51177173965281,11.352280692883898,Videonoleggio il nano e la mela,44.5123139320191,11.349644013491993,Video Store
4bdea142921d95214ffa6832,Virgin Active Bologna Città,44.51177173965281,11.352280692883898,Leoni,44.51112250132212,11.357789013186762,Wine Bar
4bdea142921d95214ffa6832,Virgin Active Bologna Città,44.51177173965281,11.352280692883898,PAM,44.51300928496119,11.347205041626996,Supermarket
4bdea142921d95214ffa6832,Virgin Active Bologna Città,44.51177173965281,11.352280692883898,Halloween Pub,44.508999587049495,11.35600228581345,Pub
4bdea142921d95214ffa6832,Virgin Active Bologna Città,44.51177173965281,11.352280692883898,Papa Re,44.511409,11.346972,Italian Restaurant
4bdea142921d95214ffa6832,Virgin Active Bologna Città,44.51177173965281,11.352280692883898,DLF Campi da tennis,44.50779028547403,11.353422312074153,Tennis Court
